TAXID,SAMPLE,SEQUENCE_ID,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,COVERAGE_PCT,IDENTITY_PCT,DATABASE,ACCESSION,PRODUCT,RESISTANCE,NAME
543,"D20","b59c86d1-cabb-4222-a779-d98872deaedf",5934,6662,"+","fimC","1-726/726","========/======","6/11",99.45,95.5,"vfdb","WP_000066579","(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D22","b932fb0f-e8a4-42f5-909d-13ac1397f2d4",3408,4310,"-","fimH","1-903/903","===============","0/0",100,97.45,"vfdb","WP_000832235","(fimH) FimH protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D36","fd35257f-4f27-456a-93ec-48626ec24b48",348,761,"+","H-NS","1-414/414","===============","0/0",100,99.28,"card","BA000007.3:1738104-1737690","H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.","cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline","Enterobacteriaceae"
543,"D22","8fb2ddc8-fc33-4f81-a7e7-571346f889df",716,846,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,88.55,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D19","dd2530b9-120a-46b4-9a20-25a334970c3a",766,878,"-","Col(pHAD28)_1","19-131/131","..=============","0/0",86.26,90.27,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",7173,7987,"-","fepC","1-816/816","========/======","1/1",99.88,99.14,"vfdb","WP_000140634","(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",7984,8977,"-","fepG","1-993/993","========/======","1/1",100,99.7,"vfdb","WP_000640938","(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",8974,9974,"-","fepD","1-1005/1005","========/======","2/4",99.6,99,"vfdb","WP_001443194","(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D19","b1b3beea-d29f-4172-aabf-eee8ea15747f",1386,2761,"+","cpxA","1-1374/1374","========/======","2/2",100,97.02,"card","BA000007.3:4905062-4903688","CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.","aminocoumarin;aminoglycoside","Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",11337,12293,"-","fepB","1-957/957","===============","0/0",100,99.58,"vfdb","WP_001234311","(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",12481,13656,"+","entC","1-1176/1176","===============","0/0",100,99.49,"vfdb","WP_001336900","(entC) isochorismate synthase 1 [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D29","7e851bc6-8434-4002-ae9c-2d25ffe1c49d",1947,2228,"+","Col440II_1","1-282/282","===============","0/0",100,96.45,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D24","d8d96636-dfe0-4e30-8f70-02316878b798",1909,3211,"-","ybtS","1-1305/1305","========/======","2/2",99.85,99.62,"vfdb","WP_000703040","(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]",NA,"Enterobacteriaceae"
543,"D28","6af3d89c-6f75-4ab1-b92c-5395205dcbe2",807,995,"+","ColpVC_1","1-193/193","========/======","1/4",97.93,96.37,"plasmidfinder","JX133088","ColpVC_1__JX133088",NA,"Enterobacteriaceae"
543,"D28","3687bf2a-fd9d-43d6-b7ad-c0f12d18887a",1124,2611,"-","TolC","1-1488/1488","========/======","2/2",99.93,99.4,"card","FJ768952.1:0-1488","TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.","aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline","Enterobacteriaceae"
543,"D32","a1babe44-b051-4576-a691-e44dabffde7b",75,1302,"+","mdtM","1-1230/1233","========/======","3/4",99.51,95.29,"card","U00096.3:4568519-4567286","Multidrug resistance protein MdtM.","disinfecting_agents_and_antiseptics;fluoroquinolone;lincosamide;nucleoside;phenicol","Enterobacteriaceae"
543,"D25","2b52ec4a-775b-410f-9351-b967d3dc7036",3812,3964,"-","Col156_1","1-154/154","========/======","1/1",99.35,94.16,"plasmidfinder","NC_009781","Col156_1__NC_009781",NA,"Enterobacteriaceae"
543,"D25","bd328a80-b247-4fd7-b31c-b8f5500aa733",1199,2571,"-","cpxA","1-1374/1374","========/======","3/3",99.85,98.76,"card","BA000007.3:4905062-4903688","CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.","aminocoumarin;aminoglycoside","Enterobacteriaceae"
543,"D29","898006d7-a575-4c49-97b5-a88711197b34",1583,1868,"-","Col440II_1","1-282/282","========/======","2/4",100,94.41,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D22","b932fb0f-e8a4-42f5-909d-13ac1397f2d4",3408,4310,"-","fimH","1-903/903","===============","0/0",100,97.45,"vfdb","WP_000832235","(fimH) FimH protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D33","91190105-8905-41c1-be44-a6bc6f93ac9b",1158,1917,"+","cif","1-755/849","========/=====.","6/13",88.46,97.64,"vfdb","AAN07916","(cif) Type III secretion system effector Cif cyclomodulin [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O26 str. C/15333]",NA,"Enterobacteriaceae"
543,"D21","4dd66ec2-31b4-4832-972a-96948e24f2a4",487,3390,"-","mdtF","200-3114/3114","========/======","8/13",93.22,97.56,"card","U00096.1:3660413-3663527","MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D19","4b30f565-ce5d-423c-b8f1-ea42df6c2122",2074,5225,"-","acrB","1-3145/3147","========/======","8/13",99.84,83.68,"vfdb","WP_002892069","(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]",NA,"Enterobacteriaceae"
543,"D22","b932fb0f-e8a4-42f5-909d-13ac1397f2d4",8095,8819,"-","fimC","1-726/726","========/======","1/1",99.86,97.93,"vfdb","WP_000066579","(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D32","41d87f72-9d2f-4b2b-8af3-1a2055e879ee",67,3177,"-","mdtF","1-3114/3114","========/======","3/5",99.87,98.07,"card","U00096.1:3660413-3663527","MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",531,1730,"+","fes","1-1203/1203","========/======","2/3",99.75,99.5,"vfdb","WP_000125846","(fes) enterobactin/ferric enterobactin esterase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D19","4ef6532a-7c5a-4a2a-8f3c-b0da0c3d0742",1915,3114,"-","gspF","1-1200/1200","========/======","2/2",99.92,96.59,"vfdb","WP_001173470","(gspF) general secretion pathway protein F [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Enterobacteriaceae"
543,"D29","93900ae3-9619-47a3-b929-d27bc1f04222",2968,3249,"+","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D35","71a8d181-4d61-4631-bb34-99ca67d2c14e",2136,2254,"-","ColRNAI_1","13-130/130",".=======/======","3/3",90,88.33,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D29","94bffa6b-b8b8-4bc4-8047-41188f543b90",2967,3247,"+","Col440II_1","1-282/282","========/======","4/5",98.94,95.07,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D32","50e6f615-2cc9-43eb-85f5-d08c0f997800",2551,4084,"-","emrY","1-1539/1539","========/======","2/5",99.68,97.92,"card","D78168.1:1591-3130","emrY is a multidrug transport that moves substrates across the inner membrane of the Gram-negative E. coli. It is a homolog of emrB.","tetracycline","Enterobacteriaceae"
543,"D32","f2ddc64b-495a-4032-9215-fe4d5403f43d",1281,2447,"-","ugd","1-1167/1167","===============","0/0",100,96.06,"card","U00096.1:2099613-2098446","PmrE is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin.","peptide","Enterobacteriaceae"
543,"D29","a953b699-296d-4c09-b5fd-363372ab1341",3996,4126,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D35","f922d6be-7ea6-42ee-81e3-48a70939ccda",2640,2791,"+","Col156_1","1-152/154","===============","0/0",98.7,98.03,"plasmidfinder","NC_009781","Col156_1__NC_009781",NA,"Enterobacteriaceae"
543,"D36","8c08b35d-25ab-4bdc-ab10-69db83d62560",955,1495,"-","fimI","1-540/540","========/======","1/1",100,97.6,"vfdb","WP_000824100","(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D29","b4fa1570-432b-4971-9119-4e5ddcf339e9",3218,3348,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","c165b065-8860-4f34-a823-05f2b843e2ba",709,836,"-","Col(pHAD28)_1","1-131/131","========/======","1/3",97.71,87.79,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","4dd3ef5a-5f44-4df4-bd43-d70835c1f133",954,1235,"-","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D19","14f08fba-0b44-4f91-8429-e120d3d05e4a",464,655,"-","ColpVC_1","1-193/193","========/======","1/1",99.48,97.93,"plasmidfinder","JX133088","ColpVC_1__JX133088",NA,"Enterobacteriaceae"
543,"D29","66a4ad44-2203-4dd4-954a-60b7e3123731",1769,2050,"+","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D29","c850191b-a122-4aac-9df1-756cdb72f2f2",2461,2834,"+","IncX1_1","1-374/374","===============","0/0",100,98.66,"plasmidfinder","EU370913","IncX1_1__EU370913",NA,"Enterobacteriaceae"
543,"D19","3b992a69-3516-4cc8-998c-e86cdfaa53ed",467,597,"-","ColRNAI_1","1-130/130","========/======","3/3",99.23,86.36,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D33","cddff053-9173-4315-a9eb-04aa952001da",1153,1283,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.08,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","69e1f91b-2055-4edd-9d73-a13be32f8259",398,528,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D22","94ba1f73-7cdd-4dda-9004-b8c1451933e9",1819,2011,"-","ColpVC_1","1-193/193","===============","0/0",100,96.89,"plasmidfinder","JX133088","ColpVC_1__JX133088",NA,"Enterobacteriaceae"
543,"D19","65245369-6ddc-42d5-9d26-b114894e1ed5",5706,5825,"-","Col(pHAD28)_1","1-122/131","========/======","2/2",91.6,89.34,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D36","d4c4f4ec-4767-4dc0-850d-5edd2781f478",2596,2728,"-","Col(pHAD28)_1","1-131/131","========/======","2/4",99.24,87.31,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D19","dd2530b9-120a-46b4-9a20-25a334970c3a",766,878,"-","Col(pHAD28)_1","19-131/131","..=============","0/0",86.26,90.27,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","d2925774-175b-4f87-8954-8fb3c095890a",3259,3539,"+","Col440II_1","1-282/282","========/======","3/3",99.29,95.41,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D28","661355bf-6185-427b-8969-a049e9508bfe",2986,3702,"+","cfaA","1-717/717","===============","0/0",100,93.58,"vfdb","WP_000225871","(cfaA) colonisation factor antigen a chaperone [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]",NA,"Enterobacteriaceae"
543,"D28","661355bf-6185-427b-8969-a049e9508bfe",3732,4207,"+","cfaB","1-476/501","===============","0/0",95.01,96.22,"vfdb","WP_000755097","(cfaB) colonization factor antigen 1 [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]",NA,"Enterobacteriaceae"
543,"D28","75e10bbb-05bb-497f-87a3-41af88b41b66",20,617,"-","fimB","1-603/603","========/======","1/5",99.17,96.68,"vfdb","WP_000790574","(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D30","824a8c78-14c3-4c30-b274-d091f1e92d87",458,588,"+","ColRNAI_1","1-130/130","========/======","1/1",100,87.79,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D30","91cbd547-69da-45bd-a45f-d6feeee3b01f",1510,1629,"-","Col(pHAD28)_1","14-131/131",".=======/======","3/4",89.31,85.12,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D22","4b425584-9f3e-4759-a9b6-d847b1a73186",2326,2456,"+","ColRNAI_1","1-130/130","========/======","1/1",100,87.79,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D30","03ab9d1a-f8d0-4088-88f3-2c501cf5cee9",4538,7634,"+","mdtF","1-3110/3114","========/======","2/17",99.39,97.69,"card","U00096.1:3660413-3663527","MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D31","c38c9cea-241d-4170-9e1f-0d5f9b6c111d",3032,3979,"+","iucB","1-948/948","========/======","2/6",99.68,94.74,"vfdb","WP_001287497","(iucB) aerobactin siderophore biosynthesis protein IucB [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D31","c38c9cea-241d-4170-9e1f-0d5f9b6c111d",3979,5716,"+","iucC","1-1743/1743","========/======","3/7",99.66,95.01,"vfdb","WP_001015709","(iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D33","a1abec2e-f7fb-45c8-9bb6-88684296fa82",184,1650,"-","mdtP","1-1467/1467","===============","0/0",100,99.93,"card","AP009048.1:4304509-4303042","Multidrug resistance efflux pump. Could be involved in resistance to puromycin acriflavine and tetraphenylarsonium chloride.","disinfecting_agents_and_antiseptics;nucleoside","Enterobacteriaceae"
543,"D32","283cd609-700c-47a6-9ca0-31b2fd24fa0e",5382,6470,"+","cfaD/cfaE","1-1089/1089","========/======","8/26",98.81,82.4,"vfdb","WP_001245988","(cfaD/cfaE) minor pilin and initiator [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]",NA,"Enterobacteriaceae"
543,"D32","00d5a76b-ee7a-4517-b495-5c8fba783227",8405,9494,"-","OmpA","18-1125/1125","========/======","5/18",96.89,83.84,"card","FO834906.1:2175099-2173974","OmpA is a porin that confers resistance to beta-lactam antibiotics.","peptide","Enterobacteriaceae"
543,"D25","434890cb-4e4c-4559-a1d6-3739c6de8853",743,1134,"+","cgsE","1-390/390","========/======","2/2",100,97.45,"vfdb","WP_000833288","(cgsE) curli production assembly/transport protein CsgE [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D32","33d9f53e-be63-45d8-b3d5-ba893ca9c9bf",374,3498,"+","acrB","4-3145/3147","========/======","27/51",98.76,82.24,"vfdb","WP_002892069","(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]",NA,"Enterobacteriaceae"
543,"D28","2ea80a17-37ad-4e19-b1e8-99f293e63260",351,739,"-","cgsE","1-390/390","========/======","5/7",98.97,93.89,"vfdb","WP_000833288","(cgsE) curli production assembly/transport protein CsgE [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D32","3440de3d-40b9-4e98-9502-05b61f207eff",1174,1895,"-","fimC","1-726/726","========/======","2/4",99.45,98.07,"vfdb","WP_000066579","(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D22","b932fb0f-e8a4-42f5-909d-13ac1397f2d4",9463,10011,"-","fimA","1-549/549","===============","0/0",100,92.17,"vfdb","WP_000695571","(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D19","505aff8b-e267-4964-9175-2c2da9babb1c",2471,6585,"+","fdeC","1-4111/4251","========/======","8/14",96.59,94.17,"vfdb","WP_000092542","(fdeC) adhesin FdeC [FdeC (VF0506) - Adherence (VFC0001)] [Escherichia coli O45:K1:H7 str. S88]",NA,"Enterobacteriaceae"
543,"D29","36c1b8d0-c069-4bb2-971e-a2111d5463a2",2381,2863,"-","hcp1/tssD1","1-483/483","===============","0/0",100,100,"vfdb","WP_001284199","(hcp1/tssD1) type VI secretion system protein Hcp family [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]",NA,"Enterobacteriaceae"
543,"D29","42b1875c-1c18-4521-af4b-40ae41a845a2",2378,3807,"-","aslA","1-1428/1428","========/======","3/6",99.86,92.95,"vfdb","AAG10151","(aslA) putative arylsulfatase [AslA (VF0238) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]",NA,"Enterobacteriaceae"
543,"D29","476a1612-0bb2-4e00-954a-65fdc314f458",730,1211,"-","hcp1/tssD1","1-483/483","========/======","1/1",99.79,99.79,"vfdb","WP_001284199","(hcp1/tssD1) type VI secretion system protein Hcp family [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]",NA,"Enterobacteriaceae"
